iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,new_tests,total_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,new_vaccinations_smoothed_per_million,new_people_vaccinated_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,excess_mortality_cumulative_absolute,excess_mortality_cumulative,excess_mortality,excess_mortality_cumulative_per_million
BGD,Asia,Bangladesh,2020-03-03,,,,,,,,,,,,,,,,,,,,,,108.0,108.0,0.001,0.001,,,,,tests performed,,,,,,,,,,,,,,13.89,166303494.0,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,0.8,72.59,0.632,,,,
BGD,Asia,Bangladesh,2020-03-04,,,,,,,,,,,,,,,,,,,,,,3.0,111.0,0.001,0.0,,,,,tests performed,,,,,,,,,,,,,,13.89,166303494.0,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,0.8,72.59,0.632,,,,
BGD,Asia,Bangladesh,2020-03-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tests performed,,,,,,,,,,,,,,13.89,166303494.0,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,0.8,72.59,0.632,,,,
BGD,Asia,Bangladesh,2020-03-06,,,,,,,,,,,,,,,,,,,,,,9.0,120.0,0.001,0.0,,,,,tests performed,,,,,,,,,,,,,,13.89,166303494.0,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,0.8,72.59,0.632,,,,
BGD,Asia,Bangladesh,2020-03-07,,,,,,,,,,,,,,,,,,,,,,7.0,127.0,0.001,0.0,,,,,tests performed,,,,,,,,,,,,,,13.89,166303494.0,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,0.8,72.59,0.632,,,,
BGD,Asia,Bangladesh,2020-03-08,3.0,3.0,,,,,0.018,0.018,,,,,,,,,,,,,,10.0,137.0,0.001,0.0,,,,,tests performed,,,,,,,,,,,,,,13.89,166303494.0,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,0.8,72.59,0.632,,,,
BGD,Asia,Bangladesh,2020-03-09,3.0,0.0,,,,,0.018,0.0,,,,,,,,,,,,,,10.0,147.0,0.001,0.0,,,,,tests performed,,,,,,,,,,,,,,13.89,166303494.0,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,0.8,72.59,0.632,,,,
BGD,Asia,Bangladesh,2020-03-10,3.0,0.0,,,,,0.018,0.0,,,,,,,,,,,,,,16.0,163.0,0.001,0.0,8.0,0.0,,,tests performed,,,,,,,,,,,,,,13.89,166303494.0,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,0.8,72.59,0.632,,,,
BGD,Asia,Bangladesh,2020-03-11,3.0,0.0,,,,,0.018,0.0,,,,,,,,,,,,,,24.0,187.0,0.001,0.0,11.0,0.0,,,tests performed,,,,,,,,,,,,,,13.89,166303494.0,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,0.8,72.59,0.632,,,,
BGD,Asia,Bangladesh,2020-03-12,3.0,0.0,,,,,0.018,0.0,,,,,,,,,,,,,,24.0,211.0,0.001,0.0,14.0,0.0,,,tests performed,,,,,,,,,,,,,,13.89,166303494.0,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,0.8,72.59,0.632,,,,
BGD,Asia,Bangladesh,2020-03-13,3.0,0.0,0.429,,,,0.018,0.0,0.003,,,,,,,,,,,,,30.0,241.0,0.001,0.0,17.0,0.0,0.0252,39.6,tests performed,,,,,,,,,,,,,,13.89,166303494.0,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,0.8,72.59,0.632,,,,
BGD,Asia,Bangladesh,2020-03-14,3.0,0.0,0.429,,,,0.018,0.0,0.003,,,,,,,,,,,,,27.0,268.0,0.002,0.0,20.0,0.0,0.0215,46.6,tests performed,,,,,,,,,,,,,,13.89,166303494.0,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,0.8,72.59,0.632,,,,
BGD,Asia,Bangladesh,2020-03-15,5.0,2.0,0.286,,,,0.03,0.012,0.002,,,,,,,,,,,,,25.0,293.0,0.002,0.0,22.0,0.0,0.013,76.9,tests performed,,,,,,,,,,,,,,13.89,166303494.0,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,0.8,72.59,0.632,,,,
BGD,Asia,Bangladesh,2020-03-16,8.0,3.0,0.714,,,,0.048,0.018,0.004,,,,,,,,,,,,,49.0,342.0,0.002,0.0,28.0,0.0,0.0255,39.2,tests performed,,,,,,,,,,,,,,33.33,166303494.0,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,0.8,72.59,0.632,,,,
BGD,Asia,Bangladesh,2020-03-17,10.0,2.0,1.0,,,,0.06,0.012,0.006,,,,,,,,,,,,,39.0,381.0,0.002,0.0,31.0,0.0,0.0323,31.0,tests performed,,,,,,,,,,,,,,33.33,166303494.0,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,0.8,72.59,0.632,,,,
BGD,Asia,Bangladesh,2020-03-18,14.0,4.0,1.571,1.0,1.0,0.143,0.084,0.024,0.009,0.006,0.006,0.001,,,,,,,,,,46.0,427.0,0.003,0.0,34.0,0.0,0.0462,21.6,tests performed,,,,,,,,,,,,,,33.33,166303494.0,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,0.8,72.59,0.632,,,,
BGD,Asia,Bangladesh,2020-03-19,17.0,3.0,2.0,1.0,0.0,0.143,0.102,0.018,0.012,0.006,0.0,0.001,,,,,,,,,,36.0,463.0,0.003,0.0,36.0,0.0,0.0556,18.0,tests performed,,,,,,,,,,,,,,75.93,166303494.0,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,0.8,72.59,0.632,,,,
BGD,Asia,Bangladesh,2020-03-20,20.0,3.0,2.429,1.0,0.0,0.143,0.12,0.018,0.015,0.006,0.0,0.001,,,,,,,,,,36.0,499.0,0.003,0.0,37.0,0.0,0.0656,15.2,tests performed,,,,,,,,,,,,,,75.93,166303494.0,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,0.8,72.59,0.632,,,,
BGD,Asia,Bangladesh,2020-03-21,25.0,5.0,3.143,2.0,1.0,0.286,0.15,0.03,0.019,0.012,0.006,0.002,,,,,,,,,,65.0,564.0,0.003,0.0,42.0,0.0,0.0748,13.4,tests performed,,,,,,,,,,,,,,81.48,166303494.0,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,0.8,72.59,0.632,,,,
BGD,Asia,Bangladesh,2020-03-22,27.0,2.0,3.143,2.0,0.0,0.286,0.162,0.012,0.019,0.012,0.0,0.002,,,,,,,,,,56.0,620.0,0.004,0.0,47.0,0.0,0.0669,15.0,tests performed,,,,,,,,,,,,,,81.48,166303494.0,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,0.8,72.59,0.632,,,,
BGD,Asia,Bangladesh,2020-03-23,33.0,6.0,3.571,3.0,1.0,0.429,0.198,0.036,0.021,0.018,0.006,0.003,,,,,,,,,,92.0,712.0,0.004,0.001,53.0,0.0,0.0674,14.8,tests performed,,,,,,,,,,,,,,81.48,166303494.0,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,0.8,72.59,0.632,,,,
BGD,Asia,Bangladesh,2020-03-24,39.0,6.0,4.143,4.0,1.0,0.571,0.235,0.036,0.025,0.024,0.006,0.003,,,,,,,,,,82.0,794.0,0.005,0.0,59.0,0.0,0.0702,14.2,tests performed,,,,,,,,,,,,,,81.48,166303494.0,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,0.8,72.59,0.632,,,,
BGD,Asia,Bangladesh,2020-03-25,39.0,0.0,3.571,5.0,1.0,0.571,0.235,0.0,0.021,0.03,0.006,0.003,,,,,,,,,,126.0,920.0,0.006,0.001,70.0,0.0,0.051,19.6,tests performed,,,,,,,,,,,,,,82.41,166303494.0,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,0.8,72.59,0.632,,,,
BGD,Asia,Bangladesh,2020-03-26,44.0,5.0,3.857,5.0,0.0,0.571,0.265,0.03,0.023,0.03,0.0,0.003,,,,,,,,,,106.0,1026.0,0.006,0.001,80.0,0.0,0.0482,20.7,tests performed,,,,,,,,,,,,,,84.26,166303494.0,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,0.8,72.59,0.632,,,,
BGD,Asia,Bangladesh,2020-03-27,48.0,4.0,4.0,5.0,0.0,0.571,0.289,0.024,0.024,0.03,0.0,0.003,,,,,,,,,,50.0,1076.0,0.006,0.0,82.0,0.0,0.0488,20.5,tests performed,,,,,,,,,,,,,,84.26,166303494.0,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,0.8,72.59,0.632,,,,
BGD,Asia,Bangladesh,2020-03-28,48.0,0.0,3.286,5.0,0.0,0.429,0.289,0.0,0.02,0.03,0.0,0.003,,,,,,,,,,109.0,1185.0,0.007,0.001,89.0,0.001,0.0369,27.1,tests performed,,,,,,,,,,,,,,84.26,166303494.0,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,0.8,72.59,0.632,,,,
BGD,Asia,Bangladesh,2020-03-29,48.0,0.0,3.0,5.0,0.0,0.429,0.289,0.0,0.018,0.03,0.0,0.003,,,,,,,,,,153.0,1338.0,0.008,0.001,103.0,0.001,0.0291,34.3,tests performed,,,,,,,,,,,,,,84.26,166303494.0,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,0.8,72.59,0.632,,,,
BGD,Asia,Bangladesh,2020-03-30,49.0,1.0,2.286,5.0,0.0,0.286,0.295,0.006,0.014,0.03,0.0,0.002,,,,,,,,,,264.0,1602.0,0.01,0.002,127.0,0.001,0.018,55.6,tests performed,,,,,,,,,,,,,,84.26,166303494.0,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,0.8,72.59,0.632,,,,
BGD,Asia,Bangladesh,2020-03-31,51.0,2.0,1.714,5.0,0.0,0.143,0.307,0.012,0.01,0.03,0.0,0.001,,,,,,,,,,157.0,1759.0,0.011,0.001,138.0,0.001,0.0124,80.5,tests performed,,,,,,,,,,,,,,87.04,166303494.0,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,0.8,72.59,0.632,,,,
BGD,Asia,Bangladesh,2020-04-01,54.0,3.0,2.143,6.0,1.0,0.143,0.325,0.018,0.013,0.036,0.006,0.001,,,,,,,,,,147.0,1906.0,0.011,0.001,141.0,0.001,0.0152,65.8,tests performed,,,,,,,,,,,,,,87.04,166303494.0,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,0.8,72.59,0.632,,,,
BGD,Asia,Bangladesh,2020-04-02,56.0,2.0,1.714,6.0,0.0,0.143,0.337,0.012,0.01,0.036,0.0,0.001,,,,,,,,,,207.0,2113.0,0.013,0.001,155.0,0.001,0.0111,90.4,tests performed,,,,,,,,,,,,,,87.04,166303494.0,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,0.8,72.59,0.632,,,,
BGD,Asia,Bangladesh,2020-04-03,61.0,5.0,1.857,6.0,0.0,0.143,0.367,0.03,0.011,0.036,0.0,0.001,,,,,,,,,,434.0,2547.0,0.015,0.003,210.0,0.001,0.0088,113.1,tests performed,,,,,,,,,,,,,,87.04,166303494.0,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,0.8,72.59,0.632,,,,
BGD,Asia,Bangladesh,2020-04-04,70.0,9.0,3.143,8.0,2.0,0.429,0.421,0.054,0.019,0.048,0.012,0.003,,,,,,,,,,367.0,2914.0,0.018,0.002,247.0,0.001,0.0127,78.6,tests performed,,,,,,,,,,,,,,87.04,166303494.0,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,0.8,72.59,0.632,,,,
BGD,Asia,Bangladesh,2020-04-05,88.0,18.0,5.714,9.0,1.0,0.571,0.529,0.108,0.034,0.054,0.006,0.003,,,,,,,,,,696.0,3610.0,0.022,0.004,325.0,0.002,0.0176,56.9,tests performed,,,,,,,,,,,,,,87.04,166303494.0,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,0.8,72.59,0.632,,,,
BGD,Asia,Bangladesh,2020-04-06,123.0,35.0,10.571,12.0,3.0,1.0,0.74,0.21,0.064,0.072,0.018,0.006,,,,,,,,,,792.0,4402.0,0.026,0.005,400.0,0.002,0.0264,37.8,tests performed,,,,,,,,,,,,,,87.04,166303494.0,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,0.8,72.59,0.632,,,,
BGD,Asia,Bangladesh,2020-04-07,164.0,41.0,16.143,17.0,5.0,1.714,0.986,0.247,0.097,0.102,0.03,0.01,2.72,,,,,,,,,981.0,5383.0,0.032,0.006,518.0,0.003,0.0312,32.1,tests performed,,,,,,,,,,,,,,87.04,166303494.0,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,0.8,72.59,0.632,,,,
BGD,Asia,Bangladesh,2020-04-08,218.0,54.0,23.429,20.0,3.0,2.0,1.311,0.325,0.141,0.12,0.018,0.012,2.79,,,,,,,,,1097.0,6480.0,0.039,0.007,653.0,0.004,0.0359,27.9,tests performed,,,,,,,,,,,,,,87.04,166303494.0,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,0.8,72.59,0.632,,,,
BGD,Asia,Bangladesh,2020-04-09,330.0,112.0,39.143,21.0,1.0,2.143,1.984,0.673,0.235,0.126,0.006,0.013,2.84,,,,,,,,,1184.0,7664.0,0.046,0.007,793.0,0.005,0.0494,20.3,tests performed,,,,,,,,,,,,,,87.04,166303494.0,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,0.8,72.59,0.632,,,,
BGD,Asia,Bangladesh,2020-04-10,424.0,94.0,51.857,27.0,6.0,3.0,2.55,0.565,0.312,0.162,0.036,0.018,2.71,,,,,,,,,649.0,8313.0,0.05,0.004,824.0,0.005,0.0629,15.9,tests performed,,,,,,,,,,,,,,90.74,166303494.0,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,0.8,72.59,0.632,,,,
BGD,Asia,Bangladesh,2020-04-11,482.0,58.0,58.857,30.0,3.0,3.143,2.898,0.349,0.354,0.18,0.018,0.019,2.59,,,,,,,,,1340.0,9653.0,0.058,0.008,963.0,0.006,0.0611,16.4,tests performed,,,,,,,,,,,,,,93.52,166303494.0,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,0.8,72.59,0.632,,,,
BGD,Asia,Bangladesh,2020-04-12,621.0,139.0,76.143,34.0,4.0,3.571,3.734,0.836,0.458,0.204,0.024,0.021,2.61,,,,,,,,,1570.0,11223.0,0.067,0.009,1088.0,0.007,0.07,14.3,tests performed,,,,,,,,,,,,,,93.52,166303494.0,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,0.8,72.59,0.632,,,,
BGD,Asia,Bangladesh,2020-04-13,803.0,182.0,97.143,39.0,5.0,3.857,4.829,1.094,0.584,0.235,0.03,0.023,2.58,,,,,,,,,1905.0,13128.0,0.079,0.011,1247.0,0.007,0.0779,12.8,tests performed,,,,,,,,,,,,,,93.52,166303494.0,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,0.8,72.59,0.632,,,,
BGD,Asia,Bangladesh,2020-04-14,1012.0,209.0,121.143,46.0,7.0,4.143,6.085,1.257,0.728,0.277,0.042,0.025,2.53,,,,,,,,,1740.0,14868.0,0.089,0.01,1355.0,0.008,0.0894,11.2,tests performed,,,,,,,,,,,,,,93.52,166303494.0,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,0.8,72.59,0.632,,,,
BGD,Asia,Bangladesh,2020-04-15,1231.0,219.0,144.714,50.0,4.0,4.286,7.402,1.317,0.87,0.301,0.024,0.026,2.42,,,,,,,,,2135.0,17003.0,0.102,0.013,1503.0,0.009,0.0963,10.4,tests performed,,,,,,,,,,,,,,93.52,166303494.0,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,0.8,72.59,0.632,,,,
BGD,Asia,Bangladesh,2020-04-16,1572.0,341.0,177.429,60.0,10.0,5.571,9.453,2.05,1.067,0.361,0.06,0.034,2.31,,,,,,,,,2190.0,19193.0,0.115,0.013,1647.0,0.01,0.1077,9.3,tests performed,,,,,,,,,,,,,,93.52,166303494.0,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,0.8,72.59,0.632,,,,
BGD,Asia,Bangladesh,2020-04-17,1838.0,266.0,202.0,75.0,15.0,6.857,11.052,1.599,1.215,0.451,0.09,0.041,2.2,,,,,,,,,2114.0,21307.0,0.128,0.013,1856.0,0.011,0.1088,9.2,tests performed,,,,,,,,,,,,,,93.52,166303494.0,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,0.8,72.59,0.632,,,,
BGD,Asia,Bangladesh,2020-04-18,2144.0,306.0,237.429,84.0,9.0,7.714,12.892,1.84,1.428,0.505,0.054,0.046,2.13,,,,,,,,,2634.0,23941.0,0.144,0.016,2041.0,0.012,0.1163,8.6,tests performed,,,,,,,,,,,,,,93.52,166303494.0,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,0.8,72.59,0.632,,,,
BGD,Asia,Bangladesh,2020-04-19,2456.0,312.0,262.143,91.0,7.0,8.143,14.768,1.876,1.576,0.547,0.042,0.049,1.98,,,,,,,,,2663.0,26604.0,0.16,0.016,2197.0,0.013,0.1193,8.4,tests performed,,,,,,,,,,,,,,93.52,166303494.0,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,0.8,72.59,0.632,,,,
BGD,Asia,Bangladesh,2020-04-20,2948.0,492.0,306.429,101.0,10.0,8.857,17.727,2.958,1.843,0.607,0.06,0.053,1.89,,,,,,,,,2974.0,29578.0,0.178,0.018,2350.0,0.014,0.1304,7.7,tests performed,,,,,,,,,,,,,,93.52,166303494.0,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,0.8,72.59,0.632,,,,
BGD,Asia,Bangladesh,2020-04-21,3382.0,434.0,338.571,110.0,9.0,9.143,20.336,2.61,2.036,0.661,0.054,0.055,1.75,,,,,,,,,3096.0,32674.0,0.196,0.019,2544.0,0.015,0.1331,7.5,tests performed,,,,,,,,,,,,,,93.52,166303494.0,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,0.8,72.59,0.632,,,,
BGD,Asia,Bangladesh,2020-04-22,3772.0,390.0,363.0,120.0,10.0,10.0,22.681,2.345,2.183,0.722,0.06,0.06,1.61,,,,,,,,,3416.0,36090.0,0.217,0.021,2727.0,0.016,0.1331,7.5,tests performed,,,,,,,,,,,,,,93.52,166303494.0,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,0.8,72.59,0.632,,,,
BGD,Asia,Bangladesh,2020-04-23,4186.0,414.0,373.429,127.0,7.0,9.571,25.171,2.489,2.245,0.764,0.042,0.058,1.5,,,,,,,,,3686.0,39776.0,0.239,0.022,2940.0,0.018,0.127,7.9,tests performed,,,,,,,,,,,,,,93.52,166303494.0,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,0.8,72.59,0.632,,,,
BGD,Asia,Bangladesh,2020-04-24,4689.0,503.0,407.286,131.0,4.0,8.0,28.195,3.025,2.449,0.788,0.024,0.048,1.49,,,,,,,,,3337.0,43113.0,0.259,0.02,3115.0,0.019,0.1307,7.6,tests performed,,,,,,,,,,,,,,93.52,166303494.0,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,0.8,72.59,0.632,,,,
BGD,Asia,Bangladesh,2020-04-25,4998.0,309.0,407.714,140.0,9.0,8.0,30.053,1.858,2.452,0.842,0.054,0.048,1.43,,,,,,,,,3476.0,46589.0,0.28,0.021,3235.0,0.019,0.126,7.9,tests performed,,,,,,,,,,,,,,93.52,166303494.0,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,0.8,72.59,0.632,,,,
BGD,Asia,Bangladesh,2020-04-26,5416.0,418.0,422.857,145.0,5.0,7.714,32.567,2.513,2.543,0.872,0.03,0.046,1.39,,,,,,,,,3812.0,50401.0,0.303,0.023,3400.0,0.02,0.1244,8.0,tests performed,,,,,,,,,,,,,,93.52,166303494.0,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,0.8,72.59,0.632,,,,
BGD,Asia,Bangladesh,2020-04-27,5913.0,497.0,423.571,152.0,7.0,7.286,35.555,2.989,2.547,0.914,0.042,0.044,1.37,,,,,,,,,4332.0,54733.0,0.329,0.026,3594.0,0.022,0.1179,8.5,tests performed,,,,,,,,,,,,,,93.52,166303494.0,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,0.8,72.59,0.632,,,,
BGD,Asia,Bangladesh,2020-04-28,6462.0,549.0,440.0,155.0,3.0,6.429,38.857,3.301,2.646,0.932,0.018,0.039,1.4,,,,,,,,,4968.0,59701.0,0.359,0.03,3861.0,0.023,0.114,8.8,tests performed,,,,,,,,,,,,,,93.52,166303494.0,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,0.8,72.59,0.632,,,,
BGD,Asia,Bangladesh,2020-04-29,7103.0,641.0,475.857,163.0,8.0,6.143,42.711,3.854,2.861,0.98,0.048,0.037,1.4,,,,,,,,,4965.0,64666.0,0.389,0.03,4082.0,0.025,0.1166,8.6,tests performed,,,,,,,,,,,,,,93.52,166303494.0,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,0.8,72.59,0.632,,,,
BGD,Asia,Bangladesh,2020-04-30,7667.0,564.0,497.286,168.0,5.0,5.857,46.102,3.391,2.99,1.01,0.03,0.035,1.36,,,,,,,,,5573.0,70239.0,0.422,0.034,4352.0,0.026,0.1143,8.8,tests performed,,,,,,,,,,,,,,93.52,166303494.0,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,0.8,72.59,0.632,,,,
BGD,Asia,Bangladesh,2020-05-01,8238.0,571.0,507.0,170.0,2.0,5.571,49.536,3.433,3.049,1.022,0.012,0.034,1.37,,,,,,,,,5827.0,76066.0,0.457,0.035,4708.0,0.028,0.1077,9.3,tests performed,,,,,,,,,,,,,,89.81,166303494.0,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,0.8,72.59,0.632,,,,
BGD,Asia,Bangladesh,2020-05-02,8790.0,552.0,541.714,175.0,5.0,5.0,52.855,3.319,3.257,1.052,0.03,0.03,1.39,,,,,,,,,5368.0,81434.0,0.49,0.032,4978.0,0.03,0.1088,9.2,tests performed,,,,,,,,,,,,,,89.81,166303494.0,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,0.8,72.59,0.632,,,,
BGD,Asia,Bangladesh,2020-05-03,9455.0,665.0,577.0,177.0,2.0,4.571,56.854,3.999,3.47,1.064,0.012,0.027,1.37,,,,,,,,,6260.0,87694.0,0.527,0.038,5328.0,0.032,0.1083,9.2,tests performed,,,,,,,,,,,,,,89.81,166303494.0,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,0.8,72.59,0.632,,,,
BGD,Asia,Bangladesh,2020-05-04,10143.0,688.0,604.286,182.0,5.0,4.286,60.991,4.137,3.634,1.094,0.03,0.026,1.33,,,,,,,,,5711.0,93405.0,0.562,0.034,5525.0,0.033,0.1094,9.1,tests performed,,,,,,,,,,,,,,89.81,166303494.0,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,0.8,72.59,0.632,,,,
BGD,Asia,Bangladesh,2020-05-05,10929.0,786.0,638.143,183.0,1.0,4.0,65.717,4.726,3.837,1.1,0.006,0.024,1.33,,,,,,,,,,,,,5261.0,0.032,0.1213,8.2,tests performed,,,,,,,,,,,,,,89.81,166303494.0,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,0.8,72.59,0.632,,,,
BGD,Asia,Bangladesh,2020-05-06,11719.0,790.0,659.429,186.0,3.0,3.286,70.468,4.75,3.965,1.118,0.018,0.02,1.3,,,,,,,,,6241.0,99646.0,0.599,0.038,4997.0,0.03,0.132,7.6,tests performed,,,,,,,,,,,,,,89.81,166303494.0,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,0.8,72.59,0.632,,,,
BGD,Asia,Bangladesh,2020-05-07,12425.0,706.0,679.714,199.0,13.0,4.429,74.713,4.245,4.087,1.197,0.078,0.027,1.26,,,,,,,,,5867.0,105513.0,0.634,0.035,5039.0,0.03,0.1349,7.4,tests performed,,,,,,,,,,,,,,89.81,166303494.0,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,0.8,72.59,0.632,,,,
BGD,Asia,Bangladesh,2020-05-08,13134.0,709.0,699.429,206.0,7.0,5.143,78.976,4.263,4.206,1.239,0.042,0.031,1.27,,,,,,,,,5941.0,111454.0,0.67,0.036,5055.0,0.03,0.1384,7.2,tests performed,,,,,,,,,,,,,,89.81,166303494.0,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,0.8,72.59,0.632,,,,
